None
1 0.255
2 0.113
3 -0.187
4 0.055
5 0.338
6 0.097
7 -0.725
8 0.313
9 1.634
10 0.048
11 0.245
12 0.699
13 0.010
14 0.100
15 0.284
16 0.048
17 0.023
18 0.387
19 -0.287
20 -0.219
21 0.164
22 0.284
23 0.348
24 0.744
25 -0.271
26 0.010
27 -0.003
28 0.100
29 -0.013
30 -0.042
31 -0.052
32 -0.013
33 0.061
34 0.061
35 0.100
36 0.100
37 0.148
38 0.077
