None
1 -0.003
2 -0.003
3 -0.129
4 0.039
5 -0.145
6 0.512
7 -0.622
8 1.196
9 0.561
10 0.902
11 -0.258
12 0.061
13 -0.287
14 0.113
15 -0.412
16 0.023
17 -0.258
18 -0.493
19 0.825
20 0.989
21 -0.271
22 -0.116
23 0.039
24 0.126
25 0.490
26 -0.219
27 0.142
28 -0.158
29 -0.126
30 0.126
31 0.077
32 0.100
33 0.148
34 0.203
35 0.048
36 -0.206
37 -0.052
38 0.132
39 0.048
40 0.061
41 0.097
42 -0.116
43 -0.003
44 0.023
45 0.061
46 0.048
